scenario,workflow_yaml,agents_used,num_agents,num_steps,complexity,is_valid,error_message
"""Gather recent news articles about electric vehicle innovations, summarize the key points in a structured table, and create a visual report highlighting the most significant trends in the industry.""","assets:
  recent_ev_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Gather recent news articles about electric vehicle innovations""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, publication_date]""
      - ""no_empty_values: [title, url]""

  summarized_ev_articles:
    agent: AnswererAgent
    description: ""Summarize key points from recent electric vehicle articles""
    type: table
    inputs: [recent_ev_articles]
    checks:
      - ""row_count >= 1""
      - ""columns: [summary, article_url]""
      - ""no_empty_values: [summary, article_url]""

  ev_trends_report:
    agent: VisualizationAgent
    description: ""Create a visual report highlighting significant trends in electric vehicle innovations""
    type: image
    inputs: [summarized_ev_articles]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [width >= 800, height >= 600]""","['DuckDuckGoSearchAgent', 'VisualizationAgent', 'AnswererAgent']",3,3,simple_chain,True,
"""Gather customer feedback from various online review sites, extract the key sentiments and trends, analyze the data to identify patterns, and produce a visual report summarizing the findings for our product team.""","assets:
  customer_feedback_data:
    agent: DuckDuckGoSearchAgent
    description: ""Extract customer feedback from DuckDuckGo search results""
    type: table
    checks:
      - ""row_count > 10""
      - ""columns: [review_id, sentiment, feedback, date]""
      - ""no_empty_values: [review_id, sentiment]""

  sentiment_trends_data:
    agent: NumericalSequencesAgent
    description: ""Analyze customer feedback to identify sentiment trends""
    type: table
    inputs: [customer_feedback_data]
    checks:
      - ""row_count >= customer_feedback_data.row_count * 0.9""
      - ""columns: [sentiment, trend_score, date]""
      - ""trend_score between -1 and 1""

  sentiment_analysis_model:
    agent: MleAgent
    description: ""Create a model to predict customer sentiment based on trends""
    type: model
    inputs: [sentiment_trends_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [trend_score, date]""

  sentiment_report_chart:
    agent: VisualizationAgent
    description: ""Generate a visual report summarizing customer sentiment trends""
    type: image
    inputs: [sentiment_trends_data]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 800, height: 600]""","['DuckDuckGoSearchAgent', 'VisualizationAgent', 'NumericalSequencesAgent', 'MleAgent']",4,4,simple_chain,True,
"""Retrieve customer feedback from our document collection, analyze the sentiments expressed, and create a visual report summarizing the main themes and trends identified.""","assets:
  customer_feedback_documents:
    agent: DocumentRetrieverAgent
    description: ""Retrieve customer feedback from document collection""
    type: text
    checks:
      - ""no_empty_values: [feedback_text]""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze sentiments expressed in customer feedback""
    type: model
    inputs: [customer_feedback_documents]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [feedback_text]""

  themes_summary_table:
    agent: AnswererAgent
    description: ""Combine sentiment analysis results into a summary table of themes""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""row_count > 0""
      - ""columns: [theme, sentiment_score, feedback_count]""
      - ""no_null_values: [theme, sentiment_score]""

  visual_report_chart:
    agent: VisualizationAgent
    description: ""Create visual report summarizing main themes and trends""
    type: image
    inputs: [themes_summary_table]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 1920, height: 1080]""","['MleAgent', 'DocumentRetrieverAgent', 'VisualizationAgent', 'AnswererAgent']",4,4,simple_chain,True,
"""Gather the latest research articles on climate change from various sources, extract the key findings, validate the information, and create a summarized report with visualizations to present at the upcoming conference.""","assets:
  climate_change_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Gather the latest research articles on climate change from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  document_chunks:
    agent: DocumentRetrieverAgent
    description: ""Extract relevant chunks from document collections about climate change""
    type: text
    checks:
      - ""no_empty_values: [text_chunk]""

  validated_findings:
    agent: ReviewerAgent
    description: ""Validate and clean findings extracted from articles""
    type: table
    inputs: [climate_change_articles]
    checks:
      - ""row_count >= climate_change_articles.row_count * 0.95""
      - ""columns: [title, key_findings, publication_date]""
      - ""no_empty_values: [key_findings]""

  summarized_report:
    agent: AnswererAgent
    description: ""Create a summarized report of the validated findings""
    type: table
    inputs: [validated_findings]
    checks:
      - ""row_count >= 1""
      - ""columns: [summary, key_findings]""
      - ""no_empty_values: [summary]""

  visualization_chart:
    agent: VisualizationAgent
    description: ""Generate a visual representation of key findings for presentation""
    type: image
    inputs: [summarized_report]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [width >= 800, height >= 600]""","['DocumentRetrieverAgent', 'VisualizationAgent', 'DuckDuckGoSearchAgent', 'ReviewerAgent', 'AnswererAgent']",5,5,simple_chain,True,
"""Gather user feedback from our website, analyze the responses to identify common themes, and create a visual report that highlights the key insights for our product development team.""","assets:
  user_feedback_responses:
    agent: UserInputAgent
    description: ""Gather user feedback from the website""
    type: text
    checks:
      - ""no_empty_values: [feedback_text]""
      - ""row_count > 0""

  common_themes_table:
    agent: NumericalSequencesAgent
    description: ""Analyze feedback responses to extract common themes""
    type: table
    inputs: [user_feedback_responses]
    checks:
      - ""row_count >= 1""
      - ""columns: [theme, frequency]""
      - ""no_empty_values: [theme]""

  validated_common_themes:
    agent: ReviewerAgent
    description: ""Validate common themes for accuracy and relevance""
    type: table
    inputs: [common_themes_table]
    checks:
      - ""row_count = common_themes_table.row_count""
      - ""frequency >= 1""

  insights_report_chart:
    agent: VisualizationAgent
    description: ""Create visual report highlighting key insights from themes""
    type: image
    inputs: [validated_common_themes]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [width >= 800, height >= 600]""","['NumericalSequencesAgent', 'ReviewerAgent', 'VisualizationAgent', 'UserInputAgent']",4,4,simple_chain,True,
"""Gather customer feedback from our website, analyze the sentiments expressed in the reviews, and generate a visual report highlighting trends and common themes.""","assets:
  customer_feedback_data:
    agent: UserInputAgent
    description: ""Gather customer feedback from the website""
    type: text
    checks:
      - ""no_empty_values: [feedback]""
      - ""character_count >= 10""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze sentiments expressed in customer reviews""
    type: model
    inputs: [customer_feedback_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [feedback_text]""
      - ""model_type: sentiment_analysis""

  validated_sentiment_results:
    agent: ReviewerAgent
    description: ""Validate sentiment analysis results for accuracy""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""row_count > 0""
      - ""columns: [sentiment, feedback_text]""
      - ""no_null_values: [sentiment]""

  sentiment_trends_chart:
    agent: VisualizationAgent
    description: ""Generate visual report highlighting sentiment trends""
    type: image
    inputs: [validated_sentiment_results]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [800, 600]""","['MleAgent', 'ReviewerAgent', 'VisualizationAgent', 'UserInputAgent']",4,4,simple_chain,True,
"""Gather recent articles on climate change from both DuckDuckGo and Brave search engines, synthesize the key findings into a structured table, validate the information, and create a visual infographic summarizing the trends.""","assets:
  climate_change_articles_duckduckgo:
    agent: DuckDuckGoSearchAgent
    description: ""Gather recent articles on climate change from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  climate_change_articles_brave:
    agent: BraveSearchAgent
    description: ""Gather recent articles on climate change from Brave Search""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  combined_climate_articles:
    agent: UrlRetrieverAgent
    description: ""Combine articles from DuckDuckGo and Brave into a structured summary""
    type: table
    inputs: [climate_change_articles_duckduckgo, climate_change_articles_brave]
    checks:
      - ""row_count == climate_change_articles_duckduckgo.row_count + climate_change_articles_brave.row_count""
      - ""columns: [title, url, snippet]""

  validated_climate_articles:
    agent: ReviewerAgent
    description: ""Validate and clean the combined climate change articles""
    type: table
    inputs: [combined_climate_articles]
    checks:
      - ""row_count >= combined_climate_articles.row_count * 0.95""
      - ""no_empty_values: [title, url]""
      - ""valid_url_format: [url]""

  climate_change_trends_infographic:
    agent: VisualizationAgent
    description: ""Create a visual infographic summarizing climate change trends""
    type: image
    inputs: [validated_climate_articles]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 800, height: 600]""","['VisualizationAgent', 'DuckDuckGoSearchAgent', 'ReviewerAgent', 'UrlRetrieverAgent', 'BraveSearchAgent']",5,5,simple_chain,True,
"""Gather recent articles on renewable energy trends, extract key insights from the top 10 articles, and summarize the findings in a structured table to visualize the data trends.""","assets:
  recent_renewable_energy_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Extract recent articles on renewable energy trends from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 10""
      - ""columns: [title, publication_date, url, snippet]""
      - ""no_empty_values: [title, url]""

  extracted_insights_from_articles:
    agent: DocumentRetrieverAgent
    description: ""Extract key insights from the top 10 articles on renewable energy""
    type: text
    inputs: [recent_renewable_energy_articles]
    checks:
      - ""length > 0""

  structured_summary_of_insights:
    agent: AnswererAgent
    description: ""Summarize the extracted insights into a structured table""
    type: table
    inputs: [extracted_insights_from_articles]
    checks:
      - ""row_count > 0""
      - ""columns: [summary, key_trends, implications]""
      - ""no_empty_values: [summary]"" 

  trends_visualization_chart:
    agent: VisualizationAgent
    description: ""Create a visual chart of the summarized trends in renewable energy""
    type: image
    inputs: [structured_summary_of_insights]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 800, height: 600]"" 
      - ""format: png""","['DuckDuckGoSearchAgent', 'DocumentRetrieverAgent', 'VisualizationAgent', 'AnswererAgent']",4,4,simple_chain,True,
"""Gather recent articles on renewable energy technologies, extract key data points from the top results, analyze the data to identify trends, and create a visual report showcasing these trends for our upcoming conference presentation.""","assets:
  recent_articles_on_renewable_energy:
    agent: DuckDuckGoSearchAgent
    description: ""Extract recent articles on renewable energy technologies from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  key_data_points_extracted:
    agent: NumericalSequencesAgent
    description: ""Extract key data points from the top articles on renewable energy""
    type: table
    inputs: [recent_articles_on_renewable_energy]
    checks:
      - ""row_count > 0""
      - ""columns: [article_title, publication_date, key_facts]""
      - ""no_empty_values: [article_title, key_facts]""

  analyzed_trends:
    agent: MleAgent
    description: ""Analyze the extracted data points to identify trends in renewable energy""
    type: model
    inputs: [key_data_points_extracted]
    checks:
      - ""accuracy > 0.75""
      - ""required_features: [publication_date, key_facts]""

  renewable_energy_trends_report:
    agent: VisualizationAgent
    description: ""Create a visual report showcasing renewable energy trends for the conference presentation""
    type: image
    inputs: [analyzed_trends]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['DuckDuckGoSearchAgent', 'VisualizationAgent', 'NumericalSequencesAgent', 'MleAgent']",4,4,simple_chain,True,
"""Gather customer feedback from our recent product launch, analyze the sentiments expressed in the comments, and generate a summary report with visual charts to present at the next team meeting.""","assets:
  customer_feedback_comments:
    agent: UserInputAgent
    description: ""Gather customer feedback comments from recent product launch""
    type: text
    checks:
      - ""no_empty_values: [customer_feedback_comments]""

  extracted_sentiments:
    agent: DocumentRetrieverAgent
    description: ""Extract relevant sentiment from customer feedback comments""
    type: text
    inputs: [customer_feedback_comments]
    checks:
      - ""contains_sentiment_keywords: [positive, negative, neutral]""
      - ""no_empty_values: [extracted_sentiments]""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze sentiments and create a sentiment analysis model""
    type: model
    inputs: [extracted_sentiments]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [sentiment_score, comment_length]""

  sentiment_summary_chart:
    agent: VisualizationAgent
    description: ""Create a visual chart summarizing sentiment analysis results""
    type: image
    inputs: [sentiment_analysis_results]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [800, 600]""","['MleAgent', 'DocumentRetrieverAgent', 'VisualizationAgent', 'UserInputAgent']",4,4,simple_chain,True,
"""Conduct a market analysis on the latest smartphone trends by pulling data from various online sources, extracting key specifications and user reviews, summarizing the findings into a comprehensive report, and visualizing the data to highlight popular features and customer sentiment.""","assets:
  smartphone_market_data:
    agent: DuckDuckGoSearchAgent
    description: ""Extract market trends and specifications for smartphones from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 10""
      - ""columns: [brand, model, specification, price]""
      - ""no_empty_values: [brand, model, price]""

  user_reviews_data:
    agent: BraveSearchAgent
    description: ""Gather user reviews and ratings for the latest smartphones from Brave Search""
    type: table
    checks:
      - ""row_count >= 15""
      - ""columns: [brand, model, review_text, rating]""
      - ""rating between 1 and 5""

  combined_smartphone_data:
    agent: AnswererAgent
    description: ""Combine smartphone market data and user reviews into a comprehensive summary""
    type: table
    inputs: [smartphone_market_data, user_reviews_data]
    checks:
      - ""row_count >= smartphone_market_data.row_count""
      - ""columns: [brand, model, specification, price, review_text, rating]""
      - ""no_empty_values: [brand, model]""

  validated_combined_data:
    agent: ReviewerAgent
    description: ""Validate and clean the combined smartphone data for inconsistencies""
    type: table
    inputs: [combined_smartphone_data]
    checks:
      - ""row_count >= combined_smartphone_data.row_count * 0.95""
      - ""no_null_values: [specification, price]""

  smartphone_trends_visualization:
    agent: VisualizationAgent
    description: ""Create visualization of smartphone trends highlighting popular features and customer sentiment""
    type: image
    inputs: [validated_combined_data]
    checks:
      - ""file_size < 5MB""
      - ""format: png""","['VisualizationAgent', 'DuckDuckGoSearchAgent', 'ReviewerAgent', 'AnswererAgent', 'BraveSearchAgent']",5,5,multi_branch,True,
"""Gather recent news articles about climate change from multiple sources, extract key insights and statistics, validate the information for accuracy, and create a comprehensive report with visualizations of the findings.""","assets:
  recent_climate_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Gather recent news articles about climate change from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  document_chunks:
    agent: DocumentRetrieverAgent
    description: ""Extract relevant text chunks from document collections""
    type: text
    checks:
      - ""no_empty_values: [text]""

  insights_from_articles:
    agent: NumericalSequencesAgent
    description: ""Extract key insights and statistics from articles""
    type: table
    inputs: [recent_climate_articles]
    checks:
      - ""row_count >= 3""
      - ""columns: [article_title, key_insight, statistic]""
      - ""no_empty_values: [article_title, key_insight]""

  validated_insights:
    agent: ReviewerAgent
    description: ""Validate extracted insights for accuracy""
    type: table
    inputs: [insights_from_articles]
    checks:
      - ""row_count >= insights_from_articles.row_count * 0.95""
      - ""no_invalid_values: [statistic]""

  comprehensive_climate_report:
    agent: AnswererAgent
    description: ""Create a comprehensive report with validated insights""
    type: table
    inputs: [validated_insights, document_chunks]
    checks:
      - ""row_count > 0""
      - ""columns: [report_section, content]""
      - ""no_empty_values: [report_section, content]""

  insights_visualization:
    agent: VisualizationAgent
    description: ""Create visualizations of the validated insights""
    type: image
    inputs: [validated_insights]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 800, height: 600]""","['NumericalSequencesAgent', 'DocumentRetrieverAgent', 'VisualizationAgent', 'DuckDuckGoSearchAgent', 'ReviewerAgent', 'AnswererAgent']",6,6,multi_branch,True,
"""Gather user feedback from our website, analyze sentiment to identify common themes, and generate a report with visualizations highlighting key areas for improvement.""","assets:
  user_feedback:
    agent: UserInputAgent
    description: ""Gather user feedback from the website""
    type: text
    checks:
      - ""no_empty_values: [feedback]""
      - ""feedback_length >= 10""

  extracted_feedback_data:
    agent: DocumentRetrieverAgent
    description: ""Extract relevant chunks from user feedback""
    type: text
    inputs: [user_feedback]
    checks:
      - ""no_empty_values: [text_chunk]""
      - ""text_chunk_length >= 15""

  sentiment_analysis_model:
    agent: MleAgent
    description: ""Analyze feedback data to extract sentiment patterns""
    type: model
    inputs: [extracted_feedback_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [text_chunk]""
      - ""model_type: classification""

  themes_report:
    agent: AnswererAgent
    description: ""Generate a report highlighting common themes from user feedback""
    type: table
    inputs: [extracted_feedback_data, sentiment_analysis_model]
    checks:
      - ""row_count >= 5""
      - ""columns: [theme, count, sentiment]""
      - ""no_null_values: [theme, count]"" 

  visualization_of_themes:
    agent: VisualizationAgent
    description: ""Create visual representation of key areas for improvement based on themes""
    type: image
    inputs: [themes_report]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1200, 800]""
      - ""format: png""","['DocumentRetrieverAgent', 'UserInputAgent', 'VisualizationAgent', 'MleAgent', 'AnswererAgent']",5,5,multi_branch,True,
"""Gather customer feedback from various online reviews, analyze sentiment and key themes from the data, and generate a comprehensive report with visualizations that highlight areas for improvement in our products.""","assets:
  customer_feedback_data:
    agent: DuckDuckGoSearchAgent
    description: ""Extract customer feedback from online reviews""
    type: table
    checks:
      - ""row_count > 10""
      - ""columns: [review_id, customer_id, feedback, rating]""
      - ""rating between 1 and 5""
      - ""no_null_values: [customer_id, feedback]""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze sentiment from customer feedback data""
    type: model
    inputs: [customer_feedback_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [feedback]""
      - ""model_type: sentiment_analysis""

  key_themes_extraction:
    agent: NumericalSequencesAgent
    description: ""Extract key themes from customer feedback text""
    type: table
    inputs: [customer_feedback_data]
    checks:
      - ""row_count > 0""
      - ""columns: [theme, frequency]""
      - ""no_empty_values: [theme]""

  validated_sentiment_model:
    agent: ReviewerAgent
    description: ""Validate and ensure quality of sentiment analysis model""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""accuracy > 0.85""
      - ""model_type: sentiment_analysis""

  comprehensive_feedback_report:
    agent: AnswererAgent
    description: ""Compile and summarize feedback analysis results into a report""
    type: table
    inputs: [key_themes_extraction, validated_sentiment_model]
    checks:
      - ""row_count > 1""
      - ""columns: [theme, frequency, sentiment_summary]""
      - ""no_null_values: [theme, sentiment_summary]""

  feedback_visualization:
    agent: VisualizationAgent
    description: ""Create visualizations highlighting areas for improvement from feedback""
    type: image
    inputs: [comprehensive_feedback_report]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['NumericalSequencesAgent', 'VisualizationAgent', 'DuckDuckGoSearchAgent', 'ReviewerAgent', 'MleAgent', 'AnswererAgent']",6,6,multi_branch,True,
"""Conduct a competitive analysis by gathering data on our top three competitors from various sources, validate the data for accuracy, and generate a visual report summarizing their strengths and weaknesses.""","assets:
  competitor_search_results:
    agent: DuckDuckGoSearchAgent
    description: ""Extract data on top three competitors from DuckDuckGo search API""
    type: table
    checks:
      - ""row_count >= 3""
      - ""columns: [competitor_name, url, summary]""
      - ""no_empty_values: [competitor_name, url]""

  competitor_document_chunks:
    agent: DocumentRetrieverAgent
    description: ""Retrieve relevant document chunks related to competitors""
    type: text
    checks:
      - ""length > 0""
      - ""no_empty_values: [content]""

  combined_competitor_data:
    agent: AnswererAgent
    description: ""Combine search results and document chunks into comprehensive competitor data""
    type: table
    inputs: [competitor_search_results, competitor_document_chunks]
    checks:
      - ""row_count >= 3""
      - ""columns: [competitor_name, summary, document_content]""
      - ""no_empty_values: [competitor_name]""

  validated_competitor_data:
    agent: ReviewerAgent
    description: ""Validate and clean combined competitor data for accuracy""
    type: table
    inputs: [combined_competitor_data]
    checks:
      - ""row_count >= combined_competitor_data.row_count * 0.95""
      - ""no_null_values: [summary, document_content]""

  competitor_strengths_weaknesses_chart:
    agent: VisualizationAgent
    description: ""Create visual report summarizing strengths and weaknesses of competitors""
    type: image
    inputs: [validated_competitor_data]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 1920, height: 1080]""","['DocumentRetrieverAgent', 'VisualizationAgent', 'DuckDuckGoSearchAgent', 'ReviewerAgent', 'AnswererAgent']",5,5,multi_branch,True,
"""Gather user feedback from our website, extract common themes from the responses, analyze the data to identify patterns, and create a visual report that highlights key insights for our product development team.""","assets:
  user_feedback_responses:
    agent: UserInputAgent
    description: ""Gather user feedback from our website""
    type: text
    checks:
      - ""no_empty_values: [responses]""

  common_themes_extracted:
    agent: DocumentRetrieverAgent
    description: ""Extract common themes from user feedback responses""
    type: text
    inputs: [user_feedback_responses]
    checks:
      - ""no_empty_values: [themes]""
      - ""length > 0""

  structured_feedback_data:
    agent: NumericalSequencesAgent
    description: ""Transform extracted themes into structured table format""
    type: table
    inputs: [common_themes_extracted]
    checks:
      - ""row_count > 0""
      - ""columns: [theme, count]""
      - ""no_null_values: [theme]""

  analyzed_feedback_model:
    agent: MleAgent
    description: ""Analyze structured feedback data to identify patterns""
    type: model
    inputs: [structured_feedback_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [theme, count]""

  feedback_insights_report:
    agent: VisualizationAgent
    description: ""Create visual report highlighting key insights from feedback analysis""
    type: image
    inputs: [analyzed_feedback_model]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 1920, height: 1080]""","['NumericalSequencesAgent', 'DocumentRetrieverAgent', 'UserInputAgent', 'VisualizationAgent', 'MleAgent']",5,5,multi_branch,True,
"""Gather recent user feedback from our website, analyze sentiment trends over the last month, summarize the key insights into a structured report, and create visualizations to highlight the most common themes and user concerns.""","assets:
  user_feedback_data:
    agent: UrlRetrieverAgent
    description: ""Extract recent user feedback from website URLs""
    type: text
    checks:
      - ""no_empty_values: [feedback_text]""
      - ""feedback_text_length > 0""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze sentiment trends from user feedback""
    type: model
    inputs: [user_feedback_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [feedback_text, sentiment_score]""

  summarized_insights_table:
    agent: AnswererAgent
    description: ""Summarize key insights from sentiment analysis results""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""row_count > 0""
      - ""columns: [theme, sentiment_score, count]""
      - ""no_null_values: [theme, sentiment_score]""

  insights_visualization:
    agent: VisualizationAgent
    description: ""Create visual representation of sentiment themes""
    type: image
    inputs: [summarized_insights_table]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [800, 600]""","['MleAgent', 'UrlRetrieverAgent', 'VisualizationAgent', 'AnswererAgent']",4,4,multi_branch,True,
"""Gather information on the latest trends in renewable energy technologies, analyze the data for significant patterns, and create a visual report summarizing your findings for an upcoming presentation.""","assets:
  latest_renewable_energy_trends:
    agent: DuckDuckGoSearchAgent
    description: ""Extract latest trends in renewable energy technologies from DuckDuckGo search""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  summarized_trends:
    agent: UrlRetrieverAgent
    description: ""Combine URL content from renewable energy articles into structured summaries""
    type: table
    inputs: [latest_renewable_energy_trends]
    checks:
      - ""row_count >= latest_renewable_energy_trends.row_count * 0.9""
      - ""columns: [summary, source_url]""

  analyzed_trends_model:
    agent: MleAgent
    description: ""Analyze summarized trends data to extract significant patterns and create ML model""
    type: model
    inputs: [summarized_trends]
    checks:
      - ""accuracy > 0.85""
      - ""required_features: [summary_length, keyword_density]""

  trends_visualization:
    agent: VisualizationAgent
    description: ""Create visual report summarizing findings on renewable energy trends""
    type: image
    inputs: [summarized_trends]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['DuckDuckGoSearchAgent', 'UrlRetrieverAgent', 'VisualizationAgent', 'MleAgent']",4,4,multi_branch,True,
"""Compile a comprehensive report on the environmental impacts of plastic waste by gathering data from recent research articles, extracting key statistics, validating the findings, and creating visual representations of the data trends for a presentation.""","assets:
  recent_research_articles:
    agent: DuckDuckGoSearchAgent
    description: ""Extract recent research articles on environmental impacts of plastic waste""
    type: table
    checks:
      - ""row_count > 10""
      - ""columns: [title, author, publication_date, abstract]""
      - ""no_empty_values: [title, author]""

  key_statistics_extraction:
    agent: DocumentRetrieverAgent
    description: ""Extract key statistics from research articles""
    type: text
    inputs: [recent_research_articles]
    checks:
      - ""no_empty_values: [text_content]""

  validated_statistics:
    agent: ReviewerAgent
    description: ""Validate extracted statistics for accuracy and relevance""
    type: table
    inputs: [key_statistics_extraction]
    checks:
      - ""row_count >= 5""
      - ""columns: [statistic, value, source]""
      - ""no_empty_values: [statistic, value]""

  environmental_impact_chart:
    agent: VisualizationAgent
    description: ""Create visual representation of environmental impact statistics""
    type: image
    inputs: [validated_statistics]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width >= 800, height >= 600]""","['DuckDuckGoSearchAgent', 'ReviewerAgent', 'DocumentRetrieverAgent', 'VisualizationAgent']",4,4,multi_branch,True,
"""Gather user feedback from our website, analyze the sentiment of the responses, extract key themes, and create a visual report to present to the marketing team.""","assets:
  user_feedback:
    agent: UserInputAgent
    description: ""Gather user feedback from the website""
    type: text
    checks:
      - ""no_empty_values: [feedback]""
      - ""length > 10""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze sentiment of user feedback""
    type: model
    inputs: [user_feedback]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [positive, negative, neutral]""

  key_theme_extraction:
    agent: NumericalSequencesAgent
    description: ""Extract key themes from user feedback""
    type: table
    inputs: [user_feedback]
    checks:
      - ""row_count > 0""
      - ""columns: [theme, occurrence]""
      - ""no_null_values: [theme]""

  sentiment_visualization:
    agent: VisualizationAgent
    description: ""Create visual report of sentiment analysis""
    type: image
    inputs: [sentiment_analysis_results]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 1920, height: 1080]""

  theme_visualization:
    agent: VisualizationAgent
    description: ""Create visual representation of key themes""
    type: image
    inputs: [key_theme_extraction]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [width: 1920, height: 1080]""","['MleAgent', 'VisualizationAgent', 'NumericalSequencesAgent', 'UserInputAgent']",4,5,multi_branch,True,
"""Gather customer feedback from our website, analyze the sentiment of the responses, summarize the main themes, and create a visual report highlighting key insights and trends.""","assets:
  user_feedback:
    agent: UserInputAgent
    description: ""Gather customer feedback from the website""
    type: text
    checks:
      - ""no_empty_values: [feedback_text]""

  sentiment_analysis_results:
    agent: MleAgent
    description: ""Analyze sentiment of customer feedback""
    type: model
    inputs: [user_feedback]
    checks:
      - ""accuracy > 0.75""
      - ""required_features: [feedback_text]""

  feedback_summary:
    agent: AnswererAgent
    description: ""Summarize main themes from sentiment analysis results""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""row_count > 0""
      - ""columns: [theme, count]""
      - ""no_null_values: [theme]""

  key_insights_report:
    agent: VisualizationAgent
    description: ""Create a visual report highlighting key insights and trends""
    type: image
    inputs: [feedback_summary]
    checks:
      - ""file_size < 5MB""
      - ""format: png""","['MleAgent', 'VisualizationAgent', 'AnswererAgent', 'UserInputAgent']",4,4,multi_branch,True,
