scenario,workflow_yaml,agents_used,num_steps,complexity,is_valid,error_message
"""Identify the top 10 emerging fintech startups, then check each startup's website to gather information on their latest funding rounds and key team members.""","assets:
  fintech_startup_search:
    agent: brave_search
    description: ""Search for the top 10 emerging fintech startups""
    type: table

  startup_websites:
    type: for_each
    description: ""Fetch each startup's website to gather information on their latest funding rounds and key team members""
    inputs: [fintech_startup_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_funding_and_team_info:
    agent: answerer
    description: ""Synthesize all fetched content about funding rounds and key team members""
    type: table
    inputs: [startup_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""List the top 10 trending recipes on food blogs this week, then check each blog for user reviews and ratings of those recipes.""","assets:
  recipes_search:
    agent: brave_search
    description: ""Search for the top 10 trending recipes on food blogs this week""
    type: table

  recipes_blog_reviews:
    type: for_each
    description: ""Fetch user reviews and ratings for each recipe from the blog""
    inputs: [recipes_search]
    row_output: review_content
    row_chain:
      assets:
        review_content:
          agent: url
          description: ""Visit the URL from this search result row to read user reviews and ratings""
          type: text
          inputs: [__row__]

  final_recipe_analysis:
    agent: answerer
    description: ""Synthesize the user reviews and ratings for all trending recipes""
    type: table
    inputs: [recipes_blog_reviews]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 sustainable fashion brands, then visit each brand's website and summarize their environmental initiatives.""","assets:
  sustainable_fashion_search:
    agent: brave_search
    description: ""Search for the top 10 sustainable fashion brands""
    type: table

  sustainable_fashion_homepages:
    type: for_each
    description: ""Visit each brand's website to summarize their environmental initiatives""
    inputs: [sustainable_fashion_search]
    row_output: homepage_content
    row_chain:
      assets:
        homepage_content:
          agent: url
          description: ""Fetch and read the content of the brand's website from this search result row""
          type: text
          inputs: [__row__]

  environmental_initiatives_summary:
    agent: answerer
    description: ""Summarize the environmental initiatives of the top sustainable fashion brands""
    type: table
    inputs: [sustainable_fashion_homepages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Look up the top 10 largest cities in the world by population, then for each city, fetch its official website and summarize its main attractions.""","assets:
  city_population_search:
    agent: brave_search
    description: ""Search for the top 10 largest cities in the world by population""
    type: table

  city_websites:
    type: for_each
    description: ""Fetch each city's official website to read about its main attractions""
    inputs: [city_population_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  city_attractions_summary:
    agent: answerer
    description: ""Summarize the main attractions for each city based on the website content""
    type: table
    inputs: [city_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the best-reviewed restaurants in New York City, then visit each restaurant's website to check their current menus and specialties.""","assets:
  restaurant_search:
    agent: brave_search
    description: ""Search for the best-reviewed restaurants in New York City""
    type: table

  restaurant_websites:
    type: for_each
    description: ""Visit each restaurant's website to check their current menus and specialties""
    inputs: [restaurant_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Fetch the content of the restaurant's website from the search result""
          type: text
          inputs: [__row__]

  final_menu_analysis:
    agent: answerer
    description: ""Synthesize the menus and specialties from all restaurant websites""
    type: table
    inputs: [restaurant_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 global renewable energy companies, then visit each company's website to gather information about their latest projects and initiatives.""","assets:
  renewable_energy_company_search:
    agent: brave_search
    description: ""Search for the top 10 global renewable energy companies""
    type: table

  company_webpages:
    type: for_each
    description: ""Visit each company's website to gather information about their latest projects and initiatives""
    inputs: [renewable_energy_company_search]
    row_output: project_initiatives_content
    row_chain:
      assets:
        project_initiatives_content:
          agent: url
          description: ""Fetch the content from the company's website""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize information about the latest projects and initiatives from all companies""
    type: table
    inputs: [company_webpages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Retrieve a list of the top 10 renewable energy companies, then for each company, check their official website for recent sustainability initiatives and reports.""","assets:
  renewable_energy_search:
    agent: brave_search
    description: ""Search for the top renewable energy companies""
    type: table

  company_websites:
    type: for_each
    description: ""Fetch each company's official website to check for sustainability initiatives and reports""
    inputs: [renewable_energy_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  sustainability_reports:
    agent: answerer
    description: ""Synthesize the sustainability initiatives and reports from all company websites""
    type: table
    inputs: [company_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Identify the top 10 e-commerce websites for home goods, then check each site for their customer reviews and ratings.""","assets:
  ecommerce_search:
    agent: brave_search
    description: ""Search for the top e-commerce websites for home goods""
    type: table

  ecommerce_reviews:
    type: for_each
    description: ""Fetch customer reviews and ratings from each e-commerce website""
    inputs: [ecommerce_search]
    row_output: review_content
    row_chain:
      assets:
        review_content:
          agent: url
          description: ""Visit the URL from this search result row to fetch reviews""
          type: text
          inputs: [__row__]

  final_reviews_summary:
    agent: answerer
    description: ""Synthesize all customer reviews and ratings from the e-commerce websites""
    type: table
    inputs: [ecommerce_reviews]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 renewable energy startups, then go to each startup's website to gather information on their latest projects and funding rounds.""","assets:
  renewable_energy_startup_search:
    agent: brave_search
    description: ""Search for the top 10 renewable energy startups""
    type: table

  startup_websites:
    type: for_each
    description: ""Fetch each startup's website to gather information on their latest projects and funding rounds""
    inputs: [renewable_energy_startup_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize all gathered information on the startups' latest projects and funding rounds""
    type: table
    inputs: [startup_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 electric vehicle manufacturers, then visit each company's website to gather information on their latest models and pricing.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top 10 electric vehicle manufacturers""
    type: table

  ev_manufacturer_websites:
    type: for_each
    description: ""Visit each manufacturer's website to gather information on their latest models and pricing""
    inputs: [ev_manufacturer_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  ev_manufacturer_summary:
    agent: answerer
    description: ""Synthesize information from all manufacturer websites regarding latest models and pricing""
    type: table
    inputs: [ev_manufacturer_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Compile a list of the top 10 bestselling novels of the year, then visit each book's official website to summarize the author's bio and notable reviews.""","assets:
  bestselling_novels_search:
    agent: brave_search
    description: ""Search for the top 10 bestselling novels of the year""
    type: table

  novel_websites:
    type: for_each
    description: ""Visit each novel's official website to summarize the author's bio and notable reviews""
    inputs: [bestselling_novels_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  author_bio_reviews_summary:
    agent: answerer
    description: ""Summarize the author's bio and notable reviews from all fetched websites""
    type: table
    inputs: [novel_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 sustainable fashion brands, then visit each brand's website to gather information about their latest eco-friendly collections.""","assets:
  sustainable_fashion_search:
    agent: brave_search
    description: ""Search for the top 10 sustainable fashion brands""
    type: table

  brand_websites:
    type: for_each
    description: ""Visit each brand's website to gather information about their latest eco-friendly collections""
    inputs: [sustainable_fashion_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  eco_friendly_collections_summary:
    agent: answerer
    description: ""Synthesize all gathered information about the latest eco-friendly collections from the brands""
    type: table
    inputs: [brand_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 electric vehicle manufacturers, then visit each company's website to gather information on their latest models and innovations.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top 10 electric vehicle manufacturers""
    type: table

  ev_manufacturer_websites:
    type: for_each
    description: ""Visit each manufacturer's website to gather information on their latest models and innovations""
    inputs: [ev_manufacturer_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  ev_manufacturer_insights:
    agent: answerer
    description: ""Synthesize information from all fetched websites about latest models and innovations""
    type: table
    inputs: [ev_manufacturer_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 online courses in data science, then visit each course's website to summarize the curriculum and key features.""","assets:
  data_science_courses_search:
    agent: brave_search
    description: ""Search for the top 10 online courses in data science""
    type: table

  course_webpages:
    type: for_each
    description: ""Fetch each course's website to summarize the curriculum and key features""
    inputs: [data_science_courses_search]
    row_output: course_summary
    row_chain:
      assets:
        course_summary:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  final_course_summary:
    agent: answerer
    description: ""Synthesize the summaries of all courses into a comprehensive overview""
    type: table
    inputs: [course_webpages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 electric vehicle manufacturers, then for each manufacturer, fetch their latest sustainability report from their website.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top 10 electric vehicle manufacturers""
    type: table

  sustainability_report_fetch:
    type: for_each
    description: ""Fetch the latest sustainability report for each manufacturer""
    inputs: [ev_manufacturer_search]
    row_output: report_content
    row_chain:
      assets:
        report_content:
          agent: url
          description: ""Visit the manufacturer's website to fetch their latest sustainability report""
          type: text
          inputs: [__row__]

  final_sustainability_report:
    agent: answerer
    description: ""Synthesize all fetched sustainability reports from manufacturers""
    type: table
    inputs: [sustainability_report_fetch]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Find the top 10 electric vehicle manufacturers, then for each manufacturer, check their official website for the latest model releases and specifications.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top 10 electric vehicle manufacturers""
    type: table

  ev_manufacturer_websites:
    type: for_each
    description: ""Fetch each manufacturer's official website to check for latest model releases and specifications""
    inputs: [ev_manufacturer_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Visit the URL from this search result row""
          type: text
          inputs: [__row__]

  ev_model_specifications:
    agent: answerer
    description: ""Synthesize the latest model releases and specifications from all manufacturers' websites""
    type: table
    inputs: [ev_manufacturer_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 electric vehicle manufacturers, then visit each manufacturer's website to check their latest models and specifications.""","assets:
  ev_manufacturer_search:
    agent: brave_search
    description: ""Search for the top 10 electric vehicle manufacturers""
    type: table

  manufacturer_websites:
    type: for_each
    description: ""Visit each manufacturer's website to check their latest models and specifications""
    inputs: [ev_manufacturer_search]
    row_output: website_content
    row_chain:
      assets:
        website_content:
          agent: url
          description: ""Fetch the content of the manufacturer's website from the search result""
          type: text
          inputs: [__row__]

  final_models_comparison:
    agent: answerer
    description: ""Synthesize the information on the latest models and specifications from all manufacturers""
    type: table
    inputs: [manufacturer_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Search for the top 10 universities in the world, then visit each university's official website to gather their latest research initiatives.""","assets:
  university_search:
    agent: brave_search
    description: ""Search for the top 10 universities in the world""
    type: table

  university_homepages:
    type: for_each
    description: ""Visit each university's official website to gather their latest research initiatives""
    inputs: [university_search]
    row_output: homepage_content
    row_chain:
      assets:
        homepage_content:
          agent: url
          description: ""Fetch the official website content for the university""
          type: text
          inputs: [__row__]

  research_initiatives_summary:
    agent: answerer
    description: ""Synthesize the latest research initiatives from all university homepages""
    type: table
    inputs: [university_homepages]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Find the top 10 universities known for computer science programs, then visit each university's website to gather information about their latest research initiatives.""","assets:
  university_search:
    agent: brave_search
    description: ""Search for the top 10 universities known for computer science programs""
    type: table

  university_websites:
    type: for_each
    description: ""Visit each university's website to gather information about their latest research initiatives""
    inputs: [university_search]
    row_output: research_initiatives
    row_chain:
      assets:
        research_initiatives:
          agent: url
          description: ""Fetch the latest research initiatives from the university's website""
          type: text
          inputs: [__row__]

  final_research_summary:
    agent: answerer
    description: ""Synthesize information about the latest research initiatives from all universities""
    type: table
    inputs: [university_websites]","['answerer', 'brave_search']",3,search_then_fetch,True,
"""Retrieve the list of the top 10 universities in the world, then check each university's website for their latest research publications.""","assets:
  university_list:
    agent: sql
    description: ""Retrieve the list of the top 10 universities in the world""
    type: table

  university_research_search:
    type: for_each
    description: ""Search for the latest research publications for each university""
    inputs: [university_list]
    row_output: research_publications
    row_chain:
      assets:
        research_publications:
          agent: brave_search
          description: ""Search for the latest research publications on the university's website""
          type: table
          inputs: [__row__]

  final_publications_summary:
    agent: answerer
    description: ""Synthesize the research publications from all universities""
    type: table
    inputs: [university_research_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the recent patent filings related to renewable energy technologies, then for each patent, look up the inventors on LinkedIn to gather their professional background.""","assets:
  recent_patent_filings:
    agent: sql
    description: ""Retrieve all recent patent filings related to renewable energy technologies""
    type: table

  inventor_search:
    type: for_each
    description: ""Search for each inventor on LinkedIn to gather their professional background""
    inputs: [recent_patent_filings]
    row_output: inventor_profile
    row_chain:
      assets:
        inventor_profile:
          agent: brave_search
          description: ""Search for the inventor's LinkedIn profile""
          type: table
          inputs: [__row__]

  final_synthesis:
    agent: answerer
    description: ""Synthesize the inventor profiles to summarize their professional backgrounds""
    type: table
    inputs: [inventor_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve a list of all the recent patents filed in the renewable energy sector, then for each patent, search the web for any related news articles or publications.""","assets:
  recent_patents_query:
    agent: sql
    description: ""Retrieve a list of all the recent patents filed in the renewable energy sector.""
    type: table

  patent_related_search:
    type: for_each
    description: ""Search the web for related news articles or publications for each patent.""
    inputs: [recent_patents_query]
    row_output: related_articles
    row_chain:
      assets:
        related_articles:
          agent: brave_search
          description: ""Search for news articles or publications related to the patent.""
          type: table
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize the information from the related articles for each patent.""
    type: table
    inputs: [patent_related_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve the list of top 10 universities for computer science, then check each university's website for their most recent research initiatives.""","assets:
  university_list:
    agent: sql
    description: ""Retrieve the list of top 10 universities for computer science""
    type: table

  university_research_initiatives:
    type: for_each
    description: ""Search for recent research initiatives for each university""
    inputs: [university_list]
    row_output: research_info
    row_chain:
      assets:
        research_info:
          agent: brave_search
          description: ""Search for recent research initiatives on the university's website""
          type: table
          inputs: [__row__]

  final_synthesis:
    agent: answerer
    description: ""Synthesize the information about research initiatives from all universities""
    type: table
    inputs: [university_research_initiatives]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the recent product launches from our database, then for each product, look online for customer reviews and summarize the feedback.""","assets:
  recent_product_launches:
    agent: sql
    description: ""Retrieve all the recent product launches from our database""
    type: table

  product_reviews_search:
    type: for_each
    description: ""Search for customer reviews for each product""
    inputs: [recent_product_launches]
    row_output: review_search_results
    row_chain:
      assets:
        review_search_results:
          agent: brave_search
          description: ""Search for customer reviews for the product in this row""
          type: table
          inputs: [__row__]

  final_review_summary:
    agent: answerer
    description: ""Summarize the customer feedback from the reviews found""
    type: table
    inputs: [product_reviews_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the recent startups in the health tech sector from our database, then for each startup, search for their latest funding rounds and key developments.""","assets:
  healthtech_startups_query:
    agent: sql
    description: ""Retrieve all the recent startups in the health tech sector from our database""
    type: table

  funding_rounds_search:
    type: for_each
    description: ""Search for the latest funding rounds and key developments for each health tech startup""
    inputs: [healthtech_startups_query]
    row_output: funding_info
    row_chain:
      assets:
        funding_info:
          agent: brave_search
          description: ""Search for the latest funding rounds and key developments for this startup""
          type: table
          inputs: [__row__]

  final_synthesis:
    agent: answerer
    description: ""Synthesize the funding information for all health tech startups""
    type: table
    inputs: [funding_rounds_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the startups in the renewable energy sector from our database, then for each startup, look up their latest funding rounds and key developments.""","assets:
  startup_retrieval:
    agent: sql
    description: ""Retrieve all the startups in the renewable energy sector from our database""
    type: table

  startup_funding_search:
    type: for_each
    description: ""Search for the latest funding rounds and key developments for each startup""
    inputs: [startup_retrieval]
    row_output: funding_info
    row_chain:
      assets:
        funding_info:
          agent: brave_search
          description: ""Look up the latest funding rounds and developments for the startup""
          type: table
          inputs: [__row__]

  final_synthesis:
    agent: answerer
    description: ""Synthesize the findings on startups' funding rounds and developments""
    type: table
    inputs: [startup_funding_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve a list of all restaurants in New York City from our database, then check each restaurant's website for their current menu and opening hours.""","assets:
  restaurant_list:
    agent: sql
    description: ""Retrieve a list of all restaurants in New York City from our database.""
    type: table

  restaurant_web_search:
    type: for_each
    description: ""Search for each restaurant's website to find their current menu and opening hours.""
    inputs: [restaurant_list]
    row_output: restaurant_info
    row_chain:
      assets:
        restaurant_info:
          agent: brave_search
          description: ""Search the web for the restaurant's website and information.""
          type: table
          inputs: [__row__]

  final_restaurant_summary:
    agent: answerer
    description: ""Synthesize the information gathered about each restaurant's menu and opening hours.""
    type: table
    inputs: [restaurant_web_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve a list of all the best-selling books from the past year, then for each book, check online reviews to summarize the main themes and reader opinions.""","assets:
  best_selling_books:
    agent: sql
    description: ""Retrieve a list of all the best-selling books from the past year""
    type: table

  book_reviews_search:
    type: for_each
    description: ""Search for online reviews of each best-selling book to summarize themes and opinions""
    inputs: [best_selling_books]
    row_output: review_info
    row_chain:
      assets:
        review_info:
          agent: brave_search
          description: ""Search for reviews of the book from this row""
          type: table
          inputs: [__row__]

  summary_of_reviews:
    agent: answerer
    description: ""Synthesize the main themes and reader opinions from the reviews""
    type: table
    inputs: [book_reviews_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the recent job postings related to software engineering from our database, then for each posting, search the company's website for additional details about the role and any specific requirements.""","assets:
  job_postings_query:
    agent: sql
    description: ""Retrieve all recent job postings related to software engineering from the database""
    type: table

  job_postings_search:
    type: for_each
    description: ""Search for additional details about each job posting""
    inputs: [job_postings_query]
    row_output: company_details
    row_chain:
      assets:
        company_details:
          agent: brave_search
          description: ""Search for the company's website for additional details about the role and specific requirements""
          type: table
          inputs: [__row__]

  final_job_posting_analysis:
    agent: answerer
    description: ""Synthesize the information from job postings and their respective company details""
    type: table
    inputs: [job_postings_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve a list of authors who published books in the last year, then search for interviews or articles about each author to summarize their insights on writing.""","assets:
  authors_query:
    agent: sql
    description: ""Retrieve a list of authors who published books in the last year""
    type: table

  author_interviews_search:
    type: for_each
    description: ""Search for interviews or articles about each author""
    inputs: [authors_query]
    row_output: interview_results
    row_chain:
      assets:
        interview_results:
          agent: brave_search
          description: ""Search for interviews or articles related to the author from this row""
          type: table
          inputs: [__row__]

  final_insights_summary:
    agent: answerer
    description: ""Summarize insights from the collected interviews and articles""
    type: table
    inputs: [author_interviews_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve a list of all products from our inventory database, then check each product's official website for the latest user reviews and ratings.""","assets:
  product_inventory:
    agent: sql
    description: ""Retrieve a list of all products from our inventory database""
    type: table

  product_reviews_search:
    type: for_each
    description: ""Search for the latest user reviews and ratings for each product""
    inputs: [product_inventory]
    row_output: review_search_results
    row_chain:
      assets:
        review_search_results:
          agent: brave_search
          description: ""Search for the official website of the product to find user reviews""
          type: table
          inputs: [__row__]

  final_reviews_summary:
    agent: answerer
    description: ""Synthesize the latest user reviews and ratings for all products""
    type: table
    inputs: [product_reviews_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve the list of all products from our inventory database, then for each product, check online for the latest customer reviews and ratings.""","assets:
  product_inventory:
    agent: sql
    description: ""Retrieve the list of all products from the inventory database""
    type: table

  product_reviews_search:
    type: for_each
    description: ""Search for the latest customer reviews and ratings for each product""
    inputs: [product_inventory]
    row_output: reviews_table
    row_chain:
      assets:
        reviews_table:
          agent: brave_search
          description: ""Search for reviews and ratings for the product in this row""
          type: table
          inputs: [__row__]

  final_reviews_summary:
    agent: answerer
    description: ""Synthesize the reviews and ratings for all products""
    type: table
    inputs: [product_reviews_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the recent patents filed in the renewable energy sector, then for each patent, check the inventor's profile online to gather their research interests and other contributions.""","assets:
  recent_patents:
    agent: sql
    description: ""Retrieve all the recent patents filed in the renewable energy sector""
    type: table

  inventor_profiles:
    type: for_each
    description: ""Search the web for each inventor's profile to gather their research interests and contributions""
    inputs: [recent_patents]
    row_output: profile_info
    row_chain:
      assets:
        profile_info:
          agent: brave_search
          description: ""Search for the inventor's profile online""
          type: table
          inputs: [__row__]

  final_synthesis:
    agent: answerer
    description: ""Synthesize the inventor profiles and patents information""
    type: table
    inputs: [inventor_profiles]","['answerer', 'sql']",3,sql_then_process,True,
"""Query the database for all recent patent filings in renewable energy, then look up each patent online to summarize the key innovations.""","assets:
  patent_filings_query:
    agent: sql
    description: ""Query the database for all recent patent filings in renewable energy""
    type: table

  patent_info_search:
    type: for_each
    description: ""Search for additional info on each patent filing""
    inputs: [patent_filings_query]
    row_output: patent_summary
    row_chain:
      assets:
        patent_summary:
          agent: brave_search
          description: ""Search the web for details on the patent from this row""
          type: table
          inputs: [__row__]

  final_patent_summary:
    agent: answerer
    description: ""Synthesize the key innovations from all patent summaries""
    type: table
    inputs: [patent_info_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the recent patents for electric vehicle technologies, then for each patent, look up the inventors and their other related patents.""","assets:
  recent_patents:
    agent: sql
    description: ""Retrieve all recent patents for electric vehicle technologies.""
    type: table

  inventor_search:
    type: for_each
    description: ""Search for each inventor's other related patents.""
    inputs: [recent_patents]
    row_output: related_patents
    row_chain:
      assets:
        related_patents:
          agent: brave_search
          description: ""Look up the inventors and their related patents based on each patent row.""
          type: table
          inputs: [__row__]

  final_synthesis:
    agent: answerer
    description: ""Synthesize the information about each inventor and their related patents.""
    type: table
    inputs: [inventor_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Compile a list of all universities offering computer science degrees, then visit each university's website to extract information about their specific program offerings and admission requirements.""","assets:
  university_search:
    agent: sql
    description: ""Retrieve a list of universities offering computer science degrees from the database.""
    type: table

  university_web_search:
    type: for_each
    description: ""Search the web for information about each university's computer science program.""
    inputs: [university_search]
    row_output: program_info
    row_chain:
      assets:
        program_info:
          agent: brave_search
          description: ""Search for the specific program offerings and admission requirements of the university.""
          type: table
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize the information about computer science programs and admission requirements from all universities.""
    type: table
    inputs: [university_web_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the recent patents filed in the renewable energy sector, then for each patent, look up the associated inventors and their previous work.""","assets:
  recent_patents:
    agent: sql
    description: ""Retrieve a table of recent patents filed in the renewable energy sector.""
    type: table

  patent_inventor_search:
    type: for_each
    description: ""Search for associated inventors and their previous work for each patent.""
    inputs: [recent_patents]
    row_output: inventor_info
    row_chain:
      assets:
        inventor_info:
          agent: brave_search
          description: ""Look up the inventors associated with this patent.""
          type: table
          inputs: [__row__]

  final_synthesis:
    agent: answerer
    description: ""Synthesize information about the patents and their associated inventors.""
    type: table
    inputs: [patent_inventor_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the restaurants within a 10-mile radius that have a rating of 4 stars or higher, then check each restaurant's website for their current menu offerings.""","assets:
  restaurant_query:
    agent: sql
    description: ""Retrieve all the restaurants within a 10-mile radius that have a rating of 4 stars or higher""
    type: table

  restaurant_menu_search:
    type: for_each
    description: ""Search for the current menu offerings of each restaurant""
    inputs: [restaurant_query]
    row_output: menu_page_content
    row_chain:
      assets:
        menu_page_content:
          agent: brave_search
          description: ""Search for the current menu offerings on the restaurant's website""
          type: table
          inputs: [__row__]

  final_menu_comparison:
    agent: answerer
    description: ""Synthesize the current menu offerings from all restaurants""
    type: table
    inputs: [restaurant_menu_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve a list of the top 10 largest cities in the world by population, then for each city, gather the latest statistics on their population growth and economic indicators from reliable sources.""","assets:
  largest_cities_query:
    agent: sql
    description: ""Retrieve a list of the top 10 largest cities in the world by population""
    type: table

  city_population_growth_search:
    type: for_each
    description: ""Search for the latest statistics on population growth and economic indicators for each city""
    inputs: [largest_cities_query]
    row_output: city_statistics
    row_chain:
      assets:
        city_statistics:
          agent: brave_search
          description: ""Search for population growth and economic indicators for this city""
          type: table
          inputs: [__row__]

  final_city_statistics:
    agent: answerer
    description: ""Synthesize the population growth and economic indicators for all cities""
    type: table
    inputs: [city_population_growth_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all the authors who published in the last year, then look up each author's latest publications and summarize their key findings.""","assets:
  author_retrieval:
    agent: sql
    description: ""Retrieve all authors who published in the last year""
    type: table

  author_publication_search:
    type: for_each
    description: ""Search for each author's latest publications""
    inputs: [author_retrieval]
    row_output: publication_search_results
    row_chain:
      assets:
        publication_search_results:
          agent: brave_search
          description: ""Search for the latest publications by the author""
          type: table
          inputs: [__row__]

  summary_of_findings:
    agent: answerer
    description: ""Summarize the key findings of all authors' latest publications""
    type: table
    inputs: [author_publication_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve a list of the top 10 bestselling novels of the last year, then for each book, find and summarize the main themes discussed in reviews from major literary websites.""","assets:
  bestselling_novels_query:
    agent: sql
    description: ""Retrieve a list of the top 10 bestselling novels of the last year""
    type: table

  novel_reviews_search:
    type: for_each
    description: ""Search for main themes discussed in reviews for each bestselling novel""
    inputs: [bestselling_novels_query]
    row_output: review_summary
    row_chain:
      assets:
        review_summary:
          agent: brave_search
          description: ""Search for reviews discussing themes of the novel from major literary websites""
          type: table
          inputs: [__row__]

  final_themes_summary:
    agent: answerer
    description: ""Synthesize the main themes discussed in reviews for all bestselling novels""
    type: table
    inputs: [novel_reviews_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve the top 10 restaurants in New York City, then for each restaurant, check their website for the latest menu and reviews.""","assets:
  restaurant_query:
    agent: sql
    description: ""Retrieve the top 10 restaurants in New York City""
    type: table

  restaurant_info_search:
    type: for_each
    description: ""Search for the latest menu and reviews for each restaurant""
    inputs: [restaurant_query]
    row_output: restaurant_website_info
    row_chain:
      assets:
        restaurant_website_info:
          agent: brave_search
          description: ""Search for the website of the restaurant to find the latest menu and reviews""
          type: table
          inputs: [__row__]

  final_summary:
    agent: answerer
    description: ""Synthesize the latest menu and reviews for all restaurants""
    type: table
    inputs: [restaurant_info_search]","['answerer', 'sql']",3,sql_then_process,True,
"""Retrieve all recent articles from our database about renewable energy, then for each article, search the web for related studies and statistics.""","assets:
  renewable_energy_articles:
    agent: sql
    description: ""Retrieve all recent articles about renewable energy from the database""
    type: table

  article_related_studies:
    type: for_each
    description: ""Search the web for related studies and statistics for each article""
    inputs: [renewable_energy_articles]
    row_output: study_statistics
    row_chain:
      assets:
        study_statistics:
          agent: brave_search
          description: ""Search for studies and statistics related to the article""
          type: table
          inputs: [__row__]

  final_synthesis:
    agent: answerer
    description: ""Synthesize the findings from the related studies and statistics""
    type: table
    inputs: [article_related_studies]","['answerer', 'sql']",3,sql_then_process,True,
