scenario,workflow_yaml,agents_used,num_agents,num_steps,complexity,is_valid,error_message
"""Compile a comprehensive report on the environmental impact of various energy sources by pulling recent studies and articles, structuring the data into comparative tables, analyzing patterns in the findings, and generating visual representations of the results.""","assets:
  recent_studies_data:
    agent: duckduckgo_search
    description: ""Extract recent studies and articles on environmental impact of energy sources""
    type: table
    checks:
      - ""row_count > 10""
      - ""columns: [title, url, publication_date, summary]""
      - ""no_empty_values: [title, url]""

  document_chunks:
    agent: document_retriever
    description: ""Pull relevant chunks from document collections related to energy sources""
    type: text
    checks:
      - ""char_count > 1000""
      - ""no_empty_chunks: true""

  structured_articles_data:
    agent: numerical_sequences
    description: ""Reshape unstructured document chunks into structured tabular data""
    type: table
    inputs: [document_chunks]
    checks:
      - ""row_count > 0""
      - ""columns: [source, findings, year, energy_type]""
      - ""no_empty_values: [source, findings]""

  comparative_analysis_data:
    agent: answerer
    description: ""Analyze and combine findings from studies into a comprehensive overview""
    type: table
    inputs: [recent_studies_data, structured_articles_data]
    checks:
      - ""row_count >= 5""
      - ""columns: [energy_type, impact_summary, comparison_metric]""
      - ""no_empty_values: [energy_type, impact_summary]""

  environmental_impact_model:
    agent: mle
    description: ""Create a machine learning model to predict environmental impact based on energy sources""
    type: model
    inputs: [comparative_analysis_data]
    checks:
      - ""accuracy > 0.85""
      - ""required_features: [energy_type, comparison_metric]""
      - ""model_type: regression""

  environmental_impact_chart:
    agent: visualization
    description: ""Generate visual representation of environmental impact across energy sources""
    type: image
    inputs: [comparative_analysis_data]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['document_retriever', 'mle', 'visualization', 'duckduckgo_search', 'numerical_sequences', 'answerer']",6,6,complex_tree,True,
"""Gather user feedback from multiple platforms, analyze the sentiment and common themes in the responses, validate the findings, and create a comprehensive report with visualizations to present in our next strategy meeting.""","assets:
  user_feedback_responses:
    agent: user_input
    description: ""Gather user feedback from multiple platforms""
    type: text
    checks:
      - ""no_empty_values: [responses]""
      - ""length > 0""

  extracted_feedback_chunks:
    agent: document_retriever
    description: ""Extract relevant chunks from user feedback""
    type: text
    inputs: [user_feedback_responses]
    checks:
      - ""no_empty_values: [feedback_chunk]""
      - ""length > 0""

  sentiment_analysis_results:
    agent: mle
    description: ""Analyze sentiment from extracted feedback""
    type: model
    inputs: [extracted_feedback_chunks]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [positive, negative, neutral]""

  validated_sentiment_analysis:
    agent: reviewer
    description: ""Validate and refine sentiment analysis results""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""row_count > 0""
      - ""no_null_values: [sentiment]""

  common_themes_summary:
    agent: answerer
    description: ""Combine multiple sentiment analysis results into common themes""
    type: table
    inputs: [validated_sentiment_analysis]
    checks:
      - ""row_count > 0""
      - ""columns: [theme, count]""

  findings_visualization:
    agent: visualization
    description: ""Create visual representation of common themes""
    type: image
    inputs: [common_themes_summary]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""","['document_retriever', 'mle', 'visualization', 'reviewer', 'user_input', 'answerer']",6,6,complex_tree,True,
"""Gather customer feedback from our website and social media channels, analyze the sentiment across different demographics, create a machine learning model to identify key themes, and visualize trends in customer satisfaction over the past year.""","assets:
  customer_feedback_social_media:
    agent: url_retriever
    description: ""Gather customer feedback from social media channels""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [customer_id, feedback_text, timestamp, sentiment]""
      - ""no_null_values: [customer_id, feedback_text]""

  customer_feedback_website:
    agent: user_input
    description: ""Collect customer feedback from the website""
    type: text
    checks:
      - ""length > 0""
      - ""no_null_values""

  combined_customer_feedback:
    agent: answerer
    description: ""Combine feedback from social media and website""
    type: table
    inputs: [customer_feedback_social_media, customer_feedback_website]
    checks:
      - ""row_count >= customer_feedback_social_media.row_count + 1""
      - ""columns: [customer_id, feedback_text, timestamp, sentiment]""

  sentiment_analysis_results:
    agent: numerical_sequences
    description: ""Analyze and structure sentiment data""
    type: table
    inputs: [combined_customer_feedback]
    checks:
      - ""row_count == combined_customer_feedback.row_count""
      - ""columns: [customer_id, sentiment_score, demographic_info]""
      - ""sentiment_score between -1 and 1""

  sentiment_model:
    agent: mle
    description: ""Create a machine learning model to identify key themes in sentiment""
    type: model
    inputs: [sentiment_analysis_results]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [sentiment_score, demographic_info]""

  sentiment_trend_visualization:
    agent: visualization
    description: ""Visualize trends in customer satisfaction over the past year""
    type: image
    inputs: [sentiment_analysis_results]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['mle', 'visualization', 'numerical_sequences', 'url_retriever', 'user_input', 'answerer']",6,6,complex_tree,True,
"""Gather feedback from our latest product launch by surveying customers, analyze the responses to extract key insights, validate the findings against our sales data, and create a comprehensive report with visualizations that highlight trends and actionable recommendations.""","assets:
  customer_feedback_responses:
    agent: user_input
    description: ""Gather customer feedback from product launch survey""
    type: text
    checks:
      - ""no_empty_responses: true""

  extracted_feedback_data:
    agent: document_retriever
    description: ""Extract relevant chunks from feedback responses""
    type: text
    inputs: [customer_feedback_responses]
    checks:
      - ""no_empty_chunks: true""

  structured_feedback_table:
    agent: numerical_sequences
    description: ""Transform extracted feedback into structured table format""
    type: table
    inputs: [extracted_feedback_data]
    checks:
      - ""row_count > 0""
      - ""columns: [customer_id, feedback, sentiment]""
      - ""no_null_values: [customer_id, feedback]""

  sales_data:
    agent: sql
    description: ""Extract sales data from the database for validation""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [customer_id, sale_date, sale_amount, product_id]""
      - ""sale_amount >= 0""
      - ""no_null_values: [customer_id, sale_date]""

  validated_feedback_data:
    agent: reviewer
    description: ""Validate feedback data against sales data for accuracy""
    type: table
    inputs: [structured_feedback_table, sales_data]
    checks:
      - ""row_count >= structured_feedback_table.row_count * 0.95""
      - ""sentiment in ['positive', 'neutral', 'negative']""

  insights_summary:
    agent: answerer
    description: ""Combine validated feedback and sales data into insights summary""
    type: table
    inputs: [validated_feedback_data, sales_data]
    checks:
      - ""row_count > 0""
      - ""columns: [insight, recommendation]""
      - ""no_null_values: [insight]""

  insights_visualization:
    agent: visualization
    description: ""Create visual representation of insights and trends""
    type: image
    inputs: [insights_summary]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['document_retriever', 'visualization', 'sql', 'numerical_sequences', 'reviewer', 'user_input', 'answerer']",7,7,complex_tree,True,
"""Compile a comprehensive market research report on the latest trends in AI technology by gathering data from various online sources, analyzing industry reports, extracting key insights, validating them, and presenting the findings in a structured format with visualizations for stakeholder presentation.""","assets:
  ai_market_trends_data:
    agent: duckduckgo_search
    description: ""Extract latest trends in AI technology from DuckDuckGo search results""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  brave_ai_insights:
    agent: brave_search
    description: ""Gather comprehensive insights on AI technology trends from Brave search""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  combined_ai_insights:
    agent: url_retriever
    description: ""Combine insights from multiple URLs into structured summaries""
    type: table
    inputs: [ai_market_trends_data, brave_ai_insights]
    checks:
      - ""row_count > 0""
      - ""columns: [summary, url]""
      - ""no_empty_values: [summary, url]""

  extracted_industry_reports:
    agent: document_retriever
    description: ""Retrieve significant chunks from relevant industry reports""
    type: text
    checks:
      - ""length > 1000""
      - ""no_empty_text: true""

  structured_industry_data:
    agent: numerical_sequences
    description: ""Transform extracted industry reports into structured tables""
    type: table
    inputs: [extracted_industry_reports]
    checks:
      - ""row_count > 0""
      - ""columns: [report_section, data_value]""
      - ""no_empty_values: [report_section]""

  validated_combined_insights:
    agent: reviewer
    description: ""Validate and clean combined insights for accuracy""
    type: table
    inputs: [combined_ai_insights]
    checks:
      - ""row_count >= combined_ai_insights.row_count * 0.95""
      - ""no_empty_values: [summary]""

  ai_trends_model:
    agent: mle
    description: ""Analyze data to extract patterns and create a machine learning model for AI trends""
    type: model
    inputs: [structured_industry_data]
    checks:
      - ""accuracy > 0.85""
      - ""required_features: [report_section, data_value]""

  comprehensive_market_report:
    agent: answerer
    description: ""Compile a comprehensive market research report based on validated insights and model""
    type: table
    inputs: [validated_combined_insights, ai_trends_model]
    checks:
      - ""row_count > 0""
      - ""columns: [report_summary, recommendations]""
      - ""no_empty_values: [report_summary]""

  market_trends_visualization:
    agent: visualization
    description: ""Create visual representation of AI market trends for stakeholder presentation""
    type: image
    inputs: [comprehensive_market_report]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['brave_search', 'document_retriever', 'reviewer', 'mle', 'visualization', 'duckduckgo_search', 'numerical_sequences', 'url_retriever', 'answerer']",9,9,complex_tree,True,
"""Compile a report on the latest cybersecurity threats by pulling data from various online sources, analyze the information for actionable insights, and create a visual presentation that highlights trends and vulnerabilities across different industries.""","assets:
  cybersecurity_threats_data:
    agent: duckduckgo_search
    description: ""Extract data on the latest cybersecurity threats from DuckDuckGo""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [threat_name, description, date_detected, affected_industries]""
      - ""no_empty_values: [threat_name, date_detected]""

  additional_threats_data:
    agent: brave_search
    description: ""Extract additional cybersecurity threat data from Brave Search""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [threat_name, description, date_detected, affected_industries]""
      - ""no_empty_values: [threat_name, date_detected]""

  combined_threats_data:
    agent: url_retriever
    description: ""Combine threat data from multiple sources into a structured summary""
    type: table
    inputs: [cybersecurity_threats_data, additional_threats_data]
    checks:
      - ""row_count >= 2""
      - ""columns: [threat_name, description, date_detected, affected_industries]""
      - ""no_empty_values: [threat_name]""

  validated_threats_data:
    agent: reviewer
    description: ""Validate and clean combined threats data for accuracy""
    type: table
    inputs: [combined_threats_data]
    checks:
      - ""row_count >= combined_threats_data.row_count * 0.95""
      - ""no_empty_values: [description, affected_industries]""

  actionable_insights_model:
    agent: mle
    description: ""Analyze validated threats data to extract actionable insights and patterns""
    type: model
    inputs: [validated_threats_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [threat_name, date_detected, affected_industries]""

  threats_trend_chart:
    agent: visualization
    description: ""Create a visual representation of trends in cybersecurity threats across industries""
    type: image
    inputs: [validated_threats_data]
    checks:
      - ""file_size < 5MB""
      - ""format: png""
      - ""dimensions: [width: 1920, height: 1080]""","['brave_search', 'reviewer', 'mle', 'duckduckgo_search', 'url_retriever', 'visualization']",6,6,complex_tree,True,
"""Gather the latest industry news articles and research studies on sustainable energy, analyze the data for trends, validate the findings, and create a comprehensive report with visualizations that highlight key insights and future predictions.""","assets:
  latest_industry_news:
    agent: duckduckgo_search
    description: ""Extract the latest industry news articles on sustainable energy""
    type: table
    checks:
      - ""row_count >= 10""
      - ""columns: [title, url, publication_date]""
      - ""no_empty_values: [title, url]""

  research_studies_data:
    agent: brave_search
    description: ""Gather research studies related to sustainable energy""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, authors, publication_year]""
      - ""no_empty_values: [title, authors]""

  combined_news_and_research:
    agent: url_retriever
    description: ""Combine news articles and research studies into structured summaries""
    type: table
    inputs: [latest_industry_news, research_studies_data]
    checks:
      - ""row_count > 0""
      - ""columns: [title, source, summary]""
      - ""no_empty_values: [title, source]""

  analyzed_trends:
    agent: numerical_sequences
    description: ""Analyze combined data for trends in sustainable energy""
    type: table
    inputs: [combined_news_and_research]
    checks:
      - ""row_count > 0""
      - ""columns: [trend, significance]""
      - ""no_empty_values: [trend]""

  validated_trends:
    agent: reviewer
    description: ""Validate and verify trends analysis for correctness""
    type: table
    inputs: [analyzed_trends]
    checks:
      - ""row_count >= analyzed_trends.row_count * 0.95""
      - ""no_empty_values: [trend]""

  trends_visualization:
    agent: visualization
    description: ""Create visual representations of validated trends""
    type: image
    inputs: [validated_trends]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""

  comprehensive_report:
    agent: answerer
    description: ""Compile a comprehensive report highlighting insights and predictions""
    type: table
    inputs: [validated_trends, trends_visualization]
    checks:
      - ""row_count > 0""
      - ""columns: [insight, prediction, visualization_url]""
      - ""no_empty_values: [insight, prediction]""","['brave_search', 'answerer', 'reviewer', 'duckduckgo_search', 'numerical_sequences', 'url_retriever', 'visualization']",7,7,complex_tree,True,
"""Compile a comprehensive market research report on electric vehicles, pulling the latest statistics from various databases, extracting insights from top research papers, validating the findings, and visualizing trends to present to the board.""","assets:
  electric_vehicle_statistics:
    agent: sql
    description: ""Extract latest statistics on electric vehicles from the database""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [model, sales, year, market_share]""
      - ""sales >= 0""
      - ""no_null_values: [model, year]""

  research_paper_insights:
    agent: document_retriever
    description: ""Extract insights from top research papers on electric vehicles""
    type: text
    checks:
      - ""no_empty_values: [content]""
      - ""min_length: 100""

  validated_statistics:
    agent: reviewer
    description: ""Validate and clean electric vehicle statistics for consistency""
    type: table
    inputs: [electric_vehicle_statistics]
    checks:
      - ""row_count >= electric_vehicle_statistics.row_count * 0.95""
      - ""year >= 2000""
      - ""market_share between 0 and 100""

  validated_insights:
    agent: reviewer
    description: ""Validate insights extracted from research papers""
    type: text
    inputs: [research_paper_insights]
    checks:
      - ""min_length: 50""

  combined_insights:
    agent: answerer
    description: ""Combine validated statistics and insights to create a cohesive summary""
    type: table
    inputs: [validated_statistics, validated_insights]
    checks:
      - ""row_count > 0""
      - ""columns: [model, sales, insights]""

  market_trends_chart:
    agent: visualization
    description: ""Create visualization of market trends for electric vehicles""
    type: image
    inputs: [combined_insights]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""

  final_market_report:
    agent: bash
    description: ""Generate final market research report for presentation to the board""
    type: text
    inputs: [market_trends_chart, combined_insights]
    checks:
      - ""no_empty_values: [content]""
      - ""min_length: 500""","['document_retriever', 'visualization', 'sql', 'reviewer', 'answerer', 'bash']",6,7,complex_tree,True,
"""Collect user feedback from our website, analyze the trends across multiple sources, extract key insights from related articles online, and generate a comprehensive report with visualizations that highlight areas for improvement in our product.""","assets:
  user_feedback_data:
    agent: user_input
    description: ""Gather user feedback from the website""
    type: text
    checks:
      - ""no_null_values: [feedback_text]""
      - ""length > 0""

  article_insights_data:
    agent: document_retriever
    description: ""Extract key insights from related articles online""
    type: text
    checks:
      - ""no_null_values: [article_chunk]""
      - ""length > 0""

  combined_insights_data:
    agent: answerer
    description: ""Combine user feedback with article insights""
    type: table
    inputs: [user_feedback_data, article_insights_data]
    checks:
      - ""row_count > 0""
      - ""columns: [feedback_id, insight_text]""

  validated_insights_data:
    agent: reviewer
    description: ""Validate and clean combined insights data""
    type: table
    inputs: [combined_insights_data]
    checks:
      - ""row_count >= combined_insights_data.row_count * 0.90""
      - ""no_null_values: [insight_text]""

  trends_analysis_model:
    agent: mle
    description: ""Analyze insights data to identify trends""
    type: model
    inputs: [validated_insights_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [feedback_id, insight_text]""

  trends_summary_table:
    agent: numerical_sequences
    description: ""Reshape insights data into structured trends table""
    type: table
    inputs: [validated_insights_data]
    checks:
      - ""row_count > 0""
      - ""columns: [trend_category, trend_value]""

  trends_visualization_chart:
    agent: visualization
    description: ""Create visualization of trends analysis""
    type: image
    inputs: [trends_summary_table]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [800, 600]""

  comprehensive_report:
    agent: bash
    description: ""Generate a comprehensive report with insights and visualizations""
    type: text
    inputs: [validated_insights_data, trends_visualization_chart]
    checks:
      - ""length > 1000""
      - ""contains: ['trends', 'insights', 'recommendations']""","['document_retriever', 'mle', 'visualization', 'numerical_sequences', 'reviewer', 'user_input', 'answerer', 'bash']",8,8,complex_tree,True,
"""Gather and analyze customer feedback from various online platforms for our new product launch, validate the sentiment trends, and create a comprehensive report with visualizations that highlight key insights and recommendations.""","assets:
  customer_feedback_data:
    agent: duckduckgo_search
    description: ""Extract customer feedback from DuckDuckGo search results""
    type: table
    checks:
      - ""row_count > 10""
      - ""columns: [feedback_id, feedback_text, source_url]""
      - ""no_empty_values: [feedback_id, feedback_text]""

  external_feedback_data:
    agent: brave_search
    description: ""Extract additional customer feedback from Brave search results""
    type: table
    checks:
      - ""row_count > 10""
      - ""columns: [feedback_id, feedback_text, source_url]""
      - ""no_empty_values: [feedback_id, feedback_text]""

  combined_feedback_data:
    agent: url_retriever
    description: ""Combine feedback from different sources into a unified table""
    type: table
    inputs: [customer_feedback_data, external_feedback_data]
    checks:
      - ""row_count >= customer_feedback_data.row_count + external_feedback_data.row_count""
      - ""columns: [feedback_id, feedback_text, source_url]""
      - ""no_empty_values: [feedback_id, feedback_text]""

  sentiment_analysis_results:
    agent: numerical_sequences
    description: ""Analyze feedback text to extract sentiment scores""
    type: table
    inputs: [combined_feedback_data]
    checks:
      - ""row_count == combined_feedback_data.row_count""
      - ""columns: [feedback_id, sentiment_score]""
      - ""sentiment_score between -1 and 1""

  validated_sentiment_data:
    agent: reviewer
    description: ""Validate sentiment analysis results for accuracy""
    type: table
    inputs: [sentiment_analysis_results]
    checks:
      - ""row_count >= sentiment_analysis_results.row_count * 0.95""
      - ""no_null_values: [sentiment_score]""

  sentiment_trend_model:
    agent: mle
    description: ""Create a machine learning model to predict sentiment trends""
    type: model
    inputs: [validated_sentiment_data]
    checks:
      - ""accuracy > 0.85""
      - ""required_features: [feedback_id, sentiment_score]""

  sentiment_trend_chart:
    agent: visualization
    description: ""Create a visual representation of sentiment trends over time""
    type: image
    inputs: [validated_sentiment_data]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [800, 600]""

  comprehensive_feedback_report:
    agent: answerer
    description: ""Generate a comprehensive report summarizing insights and recommendations""
    type: table
    inputs: [validated_sentiment_data, sentiment_trend_chart]
    checks:
      - ""row_count > 1""
      - ""columns: [insight, recommendation]""
      - ""no_empty_values: [insight, recommendation]""","['brave_search', 'answerer', 'reviewer', 'mle', 'duckduckgo_search', 'numerical_sequences', 'url_retriever', 'visualization']",8,8,complex_tree,True,
"""Conduct a comprehensive analysis of customer feedback from multiple sources, including sentiment extraction from recent survey responses, trend identification in social media mentions, and summarized insights into a report that features visualizations of key patterns and recommendations for product improvements.""","assets:
  customer_feedback_survey_responses:
    agent: user_input
    description: ""Gather recent customer feedback from surveys""
    type: text
    checks:
      - ""no_empty_values: [responses]""
      - ""length > 0""

  customer_feedback_social_media_mentions:
    agent: duckduckgo_search
    description: ""Extract customer feedback from social media mentions""
    type: table
    checks:
      - ""row_count >= 10""
      - ""columns: [platform, mention, sentiment]""
      - ""no_empty_values: [platform, mention]""

  sentiment_analysis_results:
    agent: numerical_sequences
    description: ""Analyze sentiment from survey responses""
    type: table
    inputs: [customer_feedback_survey_responses]
    checks:
      - ""row_count = customer_feedback_survey_responses.length""
      - ""columns: [response_id, sentiment_score]""
      - ""sentiment_score between -1 and 1""

  combined_feedback_analysis:
    agent: answerer
    description: ""Combine survey sentiment and social media mentions for analysis""
    type: table
    inputs: [sentiment_analysis_results, customer_feedback_social_media_mentions]
    checks:
      - ""row_count = sentiment_analysis_results.row_count + customer_feedback_social_media_mentions.row_count""
      - ""columns: [source, sentiment_score, mention]""

  validated_feedback_analysis:
    agent: reviewer
    description: ""Validate and ensure quality of combined feedback analysis""
    type: table
    inputs: [combined_feedback_analysis]
    checks:
      - ""no_null_values: [sentiment_score]""
      - ""valid_sentiment_score: sentiment_score between -1 and 1""

  feedback_visualization_chart:
    agent: visualization
    description: ""Create visualization of customer feedback analysis""
    type: image
    inputs: [validated_feedback_analysis]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""

  final_feedback_report:
    agent: bash
    description: ""Generate final report with visualizations and insights""
    type: text
    inputs: [feedback_visualization_chart]
    checks:
      - ""length > 1000""
      - ""contains: [summary, recommendations]""","['visualization', 'duckduckgo_search', 'numerical_sequences', 'reviewer', 'user_input', 'answerer', 'bash']",7,7,complex_tree,True,
"""Conduct a comprehensive market analysis by pulling data from various online sources about consumer preferences, processing and validating this information, training a predictive model, and finally creating visualizations to present the findings in a report.""","assets:
  consumer_preferences_data:
    agent: duckduckgo_search
    description: ""Extract consumer preferences data from DuckDuckGo search""
    type: table
    checks:
      - ""row_count > 10""
      - ""columns: [preference_id, consumer_type, preference_value]""
      - ""no_null_values: [consumer_type, preference_value]""

  market_insights_data:
    agent: brave_search
    description: ""Extract market insights data from Brave search""
    type: table
    checks:
      - ""row_count > 10""
      - ""columns: [insight_id, market_segment, insight_value]""
      - ""no_null_values: [market_segment, insight_value]""

  aggregated_preferences_data:
    agent: url_retriever
    description: ""Combine URL content into structured summaries of preferences""
    type: table
    inputs: [consumer_preferences_data, market_insights_data]
    checks:
      - ""row_count >= 10""
      - ""columns: [summary_id, combined_preference, detail]""
      - ""no_empty_values: [combined_preference]""

  validated_preferences_data:
    agent: reviewer
    description: ""Analyze and validate aggregated consumer preferences data""
    type: table
    inputs: [aggregated_preferences_data]
    checks:
      - ""row_count >= aggregated_preferences_data.row_count * 0.95""
      - ""no_null_values: [combined_preference]""

  consumer_preferences_model:
    agent: mle
    description: ""Train a predictive model on validated consumer preferences""
    type: model
    inputs: [validated_preferences_data]
    checks:
      - ""accuracy > 0.85""
      - ""required_features: [consumer_type, preference_value]""
      - ""model_type: regression""

  preferences_trend_chart:
    agent: visualization
    description: ""Create visualization of consumer preferences trends""
    type: image
    inputs: [validated_preferences_data]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [800, 600]""

  final_report:
    agent: bash
    description: ""Generate final report with visualizations and findings""
    type: text
    inputs: [preferences_trend_chart]
    checks:
      - ""no_empty_values: [content]""
      - ""format: markdown""","['brave_search', 'reviewer', 'mle', 'duckduckgo_search', 'url_retriever', 'visualization', 'bash']",7,7,complex_tree,True,
"""Gather insights on customer sentiment from recent product reviews across various e-commerce platforms, analyze the data to identify trends and key themes, validate the findings, and create a comprehensive report with visualizations for our marketing team.""","assets:
  product_review_data:
    agent: duckduckgo_search
    description: ""Extract recent product reviews from DuckDuckGo search""
    type: table
    checks:
      - ""row_count > 0""
      - ""columns: [review_id, product_id, review_text, rating]""
      - ""rating between 1 and 5""
      - ""no_null_values: [review_id, product_id, review_text, rating]""

  extracted_review_text:
    agent: document_retriever
    description: ""Retrieve text chunks from product review documents""
    type: text
    checks:
      - ""length > 0""
      - ""no_empty_values: [review_text]""

  structured_review_data:
    agent: numerical_sequences
    description: ""Transform unstructured review text into structured table format""
    type: table
    inputs: [extracted_review_text]
    checks:
      - ""row_count > 0""
      - ""columns: [review_id, product_id, sentiment_score, keywords]""
      - ""sentiment_score between -1 and 1""

  analyzed_review_model:
    agent: mle
    description: ""Analyze structured review data to create sentiment analysis model""
    type: model
    inputs: [structured_review_data]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [sentiment_score, keywords]""

  validated_review_data:
    agent: reviewer
    description: ""Validate and clean structured review data for analysis""
    type: table
    inputs: [structured_review_data]
    checks:
      - ""row_count >= structured_review_data.row_count * 0.95""
      - ""no_null_values: [sentiment_score, keywords]""

  comprehensive_sentiment_report:
    agent: answerer
    description: ""Combine validated review data into a comprehensive sentiment report""
    type: table
    inputs: [validated_review_data, analyzed_review_model]
    checks:
      - ""row_count > 0""
      - ""columns: [summary, key_themes, sentiment_analysis]""

  sentiment_visualization:
    agent: visualization
    description: ""Create visualizations of sentiment trends from the report""
    type: image
    inputs: [comprehensive_sentiment_report]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['document_retriever', 'mle', 'visualization', 'duckduckgo_search', 'numerical_sequences', 'reviewer', 'answerer']",7,7,complex_tree,True,
"""Gather user feedback from our online survey, extract and validate the key trends from the responses, analyze the data to identify patterns, and create a visual report that highlights the most significant findings along with recommendations for improvements.""","assets:
  user_feedback_data:
    agent: user_input
    description: ""Gather feedback from online survey responses""
    type: text
    checks:
      - ""no_empty_values: [feedback_text]""
      - ""row_count > 0""

  extracted_trends_data:
    agent: document_retriever
    description: ""Extract key trends from user feedback responses""
    type: text
    inputs: [user_feedback_data]
    checks:
      - ""no_empty_values: [trend_summary]""
      - ""length <= 500""

  validated_trends_data:
    agent: reviewer
    description: ""Validate the extracted trends for consistency""
    type: table
    inputs: [extracted_trends_data]
    checks:
      - ""row_count >= 1""
      - ""columns: [trend, frequency, validity_score]""
      - ""validity_score >= 0.75""

  structured_trends_table:
    agent: numerical_sequences
    description: ""Reshape validated trends into structured table format""
    type: table
    inputs: [validated_trends_data]
    checks:
      - ""row_count > 0""
      - ""columns: [trend, occurrence_count]""

  trend_analysis_model:
    agent: mle
    description: ""Analyze trends to create a predictive model""
    type: model
    inputs: [structured_trends_table]
    checks:
      - ""accuracy > 0.80""
      - ""required_features: [trend, occurrence_count]""

  trend_visualization_chart:
    agent: visualization
    description: ""Create visual report of significant trends""
    type: image
    inputs: [structured_trends_table]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""

  final_report:
    agent: answerer
    description: ""Compile findings and recommendations into a final report""
    type: table
    inputs: [trend_visualization_chart, validated_trends_data]
    checks:
      - ""row_count > 0""
      - ""columns: [finding, recommendation, visual]""","['answerer', 'document_retriever', 'mle', 'numerical_sequences', 'reviewer', 'user_input', 'visualization']",7,7,complex_tree,True,
"""Gather user feedback from our application, analyze trends in the responses, pull relevant market research articles, synthesize the findings into a comprehensive report, and create visual summaries of the insights for our upcoming product strategy meeting.""","assets:
  user_feedback:
    agent: user_input
    description: ""Gather user feedback from application""
    type: text
    checks:
      - ""no_empty_values: [feedback_text]""

  market_research_articles:
    agent: duckduckgo_search
    description: ""Pull relevant market research articles from DuckDuckGo""
    type: table
    checks:
      - ""row_count >= 5""
      - ""columns: [title, url, snippet]""
      - ""no_empty_values: [title, url]""

  analyzed_user_feedback:
    agent: numerical_sequences
    description: ""Analyze trends in user feedback responses""
    type: table
    inputs: [user_feedback]
    checks:
      - ""row_count > 0""
      - ""columns: [feedback_category, feedback_count]""
      - ""no_null_values: [feedback_category]""

  synthesized_report:
    agent: answerer
    description: ""Synthesize findings into a comprehensive report""
    type: table
    inputs: [analyzed_user_feedback, market_research_articles]
    checks:
      - ""row_count > 0""
      - ""columns: [insight, source, relevance_score]""
      - ""no_empty_values: [insight, source]""

  insights_summary:
    agent: url_retriever
    description: ""Combine URL content into structured summaries for insights""
    type: table
    inputs: [market_research_articles]
    checks:
      - ""row_count > 0""
      - ""columns: [summary, source_url]""
      - ""no_empty_values: [summary]""

  visual_insights_chart:
    agent: visualization
    description: ""Create visual summaries of insights for product strategy meeting""
    type: image
    inputs: [synthesized_report, insights_summary]
    checks:
      - ""file_size < 5MB""
      - ""dimensions: [1920, 1080]""
      - ""format: png""","['visualization', 'duckduckgo_search', 'numerical_sequences', 'url_retriever', 'user_input', 'answerer']",6,6,complex_tree,True,
